ticker,close,volume,change_%,value_traded,hhi_score,foreign_ratio,rvol_ratio,pct_rvol,pct_hhi_mom,pct_flow,leading_score,pct_change,quant_score,prev_quant_score,score_diff
MPARK,442.0,386097,-0.6741573033707865,170654874.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,31.6,46.480000000000004,49.28,-2.799999999999997
YEOTK,34.56,12785067,-0.8036739380022994,441851915.52000004,0.0,0.0,1.0,50.2,50.2,50.2,50.2,31.2,46.400000000000006,42.48,3.920000000000009
DOAS,168.4,818450,-0.8244994110718525,137826980.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,30.8,46.32,47.120000000000005,-0.8000000000000043
RALYH,268.5,1656780,-0.8310249307479225,444845430.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,30.4,46.24,45.52,0.7199999999999989
ASELS,399.75,30995850,-0.8679479231246126,12390591037.5,0.0,0.0,1.0,50.2,50.2,50.2,50.2,30.0,46.160000000000004,49.440000000000005,-3.280000000000001
TCELL,103.3,31731789,-0.9587727708533078,3277893803.7,0.0,0.0,1.0,50.2,50.2,50.2,50.2,29.599999999999998,46.08,53.040000000000006,-6.960000000000008
AKSEN,81.8,7091242,-0.9685230024213041,580063595.6,0.0,0.0,1.0,50.2,50.2,50.2,50.2,29.2,46.0,50.96,-4.960000000000001
BIGTK,346.0,914326,-1.0014306151645207,316356796.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,28.799999999999997,45.92,60.080000000000005,-14.160000000000004
AYGAZ,333.5,979075,-1.0385756676557862,326521512.5,0.0,0.0,1.0,50.2,50.2,50.2,50.2,28.4,45.84,54.32,-8.479999999999997
NIBAS,3.81,49591398,-1.0389610389610398,188943226.38,0.0,0.0,1.0,50.2,50.2,50.2,50.2,28.000000000000004,45.760000000000005,45.760000000000005,0.0
TAVHL,276.75,2737838,-1.0723860589812333,757696666.5,0.0,0.0,1.0,50.2,50.2,50.2,50.2,27.6,45.68000000000001,51.84,-6.159999999999997
BIMAS,412.0,7479222,-1.0804321728691477,3081439464.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,27.200000000000003,45.6,52.56,-6.960000000000001
AGHOL,31.08,4554077,-1.082113303628273,141540713.16,0.0,0.0,1.0,50.2,50.2,50.2,50.2,26.8,45.52,52.08,-6.559999999999995
ATATR,15.07,28343152,-1.1154855643044614,427131300.64,0.0,0.0,1.0,50.2,50.2,50.2,50.2,26.400000000000002,45.440000000000005,44.64,0.8000000000000043
MGROS,566.5,2344064,-1.1343804537521813,1327912256.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,26.0,45.36,54.08,-8.719999999999999
QUAGR,3.38,29689723,-1.1695906432748548,100351263.74,0.0,0.0,1.0,50.2,50.2,50.2,50.2,25.6,45.28,41.84,3.4399999999999977
GENIL,12.0,33172200,-1.2345679012345707,398066400.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,25.2,45.2,50.24,-5.039999999999999
AKFYE,23.9,7909904,-1.2396694214876063,189046705.6,0.0,0.0,1.0,50.2,50.2,50.2,50.2,24.8,45.120000000000005,58.56,-13.439999999999998
FENER,3.15,187264969,-1.2539184952978069,589884652.35,0.0,0.0,1.0,50.2,50.2,50.2,50.2,24.4,45.040000000000006,49.52,-4.479999999999997
ECOGR,36.76,8674082,-1.4477211796246625,318859254.32,0.0,0.0,1.0,50.2,50.2,50.2,50.2,24.0,44.96,50.400000000000006,-5.440000000000005
AEFES,18.96,54316179,-1.455301455301443,1029834753.84,0.0,0.0,1.0,50.2,50.2,50.2,50.2,23.599999999999998,44.88,50.0,-5.119999999999997
KCHOL,219.1,28757446,-1.4838129496402928,6300756418.599999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,23.200000000000003,44.800000000000004,54.24,-9.439999999999998
HUNER,3.96,38432920,-1.4925373134328264,152194363.2,0.0,0.0,1.0,50.2,50.2,50.2,50.2,22.8,44.72,58.96,-14.240000000000002
KCAER,16.15,15037129,-1.5243902439024393,242849633.34999996,0.0,0.0,1.0,50.2,50.2,50.2,50.2,22.400000000000002,44.64,47.44,-2.799999999999997
SARAE,89.95,57930788,-1.5325670498084198,5210874380.6,0.0,0.0,1.0,50.2,50.2,50.2,50.2,22.0,44.56,60.16,-15.599999999999994
TUPRS,400.5,21425422,-1.5365703749231714,8580881511.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,21.6,44.480000000000004,55.92,-11.439999999999998
NETCD,128.0,2248883,-1.5384615384615385,287857024.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,21.2,44.400000000000006,44.56,-0.1599999999999966
TATEN,9.34,34625574,-1.580611169652269,323402861.15999997,0.0,0.0,1.0,50.2,50.2,50.2,50.2,20.8,44.32,43.28,1.0399999999999991
MOGAN,20.36,10358865,-1.6425120772946853,210906491.4,0.0,0.0,1.0,50.2,50.2,50.2,50.2,20.4,44.24,44.88,-0.6400000000000006
TOASO,276.5,3832240,-1.6888888888888887,1059614360.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,20.0,44.160000000000004,57.120000000000005,-12.96
ALTNY,18.87,37131586,-1.769911504424778,700673027.82,0.0,0.0,1.0,50.2,50.2,50.2,50.2,19.6,44.08,56.24,-12.160000000000004
KRDMB,131.0,1841139,-1.8726591760299627,241189209.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,19.2,44.0,52.0,-8.0
HOROZ,64.3,2157147,-1.9069412662090008,138704552.1,0.0,0.0,1.0,50.2,50.2,50.2,50.2,18.8,43.92,44.24,-0.3200000000000003
DAPGM,8.7,85209358,-1.9165727170236746,741321414.5999999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,18.4,43.84,56.88,-13.04
ULKER,91.65,7997013,-1.9261637239165297,732926241.45,0.0,0.0,1.0,50.2,50.2,50.2,50.2,18.0,43.760000000000005,50.64,-6.8799999999999955
CEMZY,16.65,124908342,-1.9434628975265125,2079723894.2999997,0.0,0.0,1.0,50.2,50.2,50.2,50.2,17.599999999999998,43.68,56.72,-13.04
GLRMK,177.4,4566366,-1.9889502762430906,810073328.4,0.0,0.0,1.0,50.2,50.2,50.2,50.2,17.2,43.6,58.24,-14.64
TKNSA,18.92,9335819,-2.0196789228378926,176633695.48000002,0.0,0.0,1.0,50.2,50.2,50.2,50.2,16.8,43.52,41.6,1.9200000000000017
ALARK,104.1,6463231,-2.069614299153342,672822347.0999999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,16.400000000000002,43.44,45.040000000000006,-1.6000000000000085
ISKPL,8.34,29484859,-2.112676056338025,245903724.06,0.0,0.0,1.0,50.2,50.2,50.2,50.2,16.0,43.36,57.28,-13.920000000000002
OZSUB,42.06,3723853,-2.1860465116279015,156625257.18,0.0,0.0,1.0,50.2,50.2,50.2,50.2,15.6,43.28,49.92,-6.640000000000001
ESCOM,5.79,20506285,-2.1959459459459443,118731390.15,0.0,0.0,1.0,50.2,50.2,50.2,50.2,15.2,43.2,52.72,-9.519999999999996
KAREL,8.8,14918729,-2.2222222222222143,131284815.20000002,0.0,0.0,1.0,50.2,50.2,50.2,50.2,14.799999999999999,43.120000000000005,42.16,0.960000000000008
UCAYM,25.3,5724738,-2.2411128284389426,144835871.4,0.0,0.0,1.0,50.2,50.2,50.2,50.2,14.399999999999999,43.040000000000006,46.0,-2.9599999999999937
BERA,13.97,9502636,-2.3076923076923084,132751824.92,0.0,0.0,1.0,50.2,50.2,50.2,50.2,14.000000000000002,42.96,59.2,-16.240000000000002
DOFRB,131.6,3554229,-2.446256486286146,467736536.4,0.0,0.0,1.0,50.2,50.2,50.2,50.2,13.600000000000001,42.88,57.6,-14.719999999999999
TTKOM,53.5,32817816,-2.4612579762989997,1755753156.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,13.200000000000001,42.800000000000004,53.92,-11.119999999999997
DSTKF,2096.0,701891,-2.511627906976744,1471163536.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,12.8,42.72,54.96,-12.240000000000002
TURSG,6.17,115914332,-2.527646129541866,715191428.4399999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,12.4,42.64,49.120000000000005,-6.480000000000004
KTLEV,61.7,130203986,-2.834645669291334,8033585936.200001,0.0,0.0,1.0,50.2,50.2,50.2,50.2,12.0,42.56,55.120000000000005,-12.560000000000002
PRZMA,78.6,4641583,-2.96296296296297,364828423.79999995,0.0,0.0,1.0,50.2,50.2,50.2,50.2,11.600000000000001,42.480000000000004,40.72,1.7600000000000051
MARMR,2.49,61124964,-3.112840466926056,152201160.36,0.0,0.0,1.0,50.2,50.2,50.2,50.2,11.200000000000001,42.400000000000006,57.440000000000005,-15.04
KORDS,89.75,1700885,-3.130059363194825,152654428.75,0.0,0.0,1.0,50.2,50.2,50.2,50.2,10.8,42.32,57.92,-15.600000000000001
FZLGY,9.95,23302411,-3.398058252427198,231858989.45,0.0,0.0,1.0,50.2,50.2,50.2,50.2,10.4,42.24,55.440000000000005,-13.200000000000003
MCARD,162.6,1793552,-3.4441805225653273,291631555.2,0.0,0.0,1.0,50.2,50.2,50.2,50.2,10.0,42.160000000000004,43.040000000000006,-0.8800000000000026
FORTE,128.9,2407261,-3.5179640718562792,310295942.90000004,0.0,0.0,1.0,50.2,50.2,50.2,50.2,9.6,42.08,42.64,-0.5600000000000023
ALVES,1.82,116087574,-3.7037037037036953,211279384.68,0.0,0.0,1.0,50.2,50.2,50.2,50.2,9.2,42.0,55.6,-13.600000000000001
INFO,6.72,36057472,-3.724928366762187,242306211.84,0.0,0.0,1.0,50.2,50.2,50.2,50.2,8.799999999999999,41.92,58.0,-16.08
CCOLA,80.0,12958754,-3.8461538461538494,1036700320.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,8.4,41.84,54.72,-12.879999999999995
GMTAS,42.58,2751713,-4.055881027489869,117167939.53999999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,8.0,41.760000000000005,43.6,-1.8399999999999963
RUBNS,33.86,3705629,-4.079320113314441,125472597.94,0.0,0.0,1.0,50.2,50.2,50.2,50.2,7.6,41.68000000000001,47.040000000000006,-5.359999999999999
HKTM,14.12,35837117,-4.271186440677972,506020092.03999996,0.0,0.0,1.0,50.2,50.2,50.2,50.2,7.199999999999999,41.6,55.36,-13.759999999999998
EMPAE,71.7,8062034,-4.399999999999996,578047837.8000001,0.0,0.0,1.0,50.2,50.2,50.2,50.2,6.800000000000001,41.52,42.96,-1.4399999999999977
BJKAS,2.79,1112743822,-5.102040816326528,3104555263.38,0.0,0.0,1.0,50.2,50.2,50.2,50.2,6.4,41.44,59.52,-18.080000000000005
ARDYZ,91.1,7311214,-5.104166666666673,666051595.4,0.0,0.0,1.0,50.2,50.2,50.2,50.2,6.0,41.36,55.84,-14.480000000000004
GOKNR,17.95,12327944,-5.32700421940929,221286594.79999998,0.0,0.0,1.0,50.2,50.2,50.2,50.2,5.6000000000000005,41.28,44.08,-2.799999999999997
BETAE,100.9,13900680,-5.435801312089969,1402578612.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,5.2,41.2,59.120000000000005,-17.92
BALSU,10.78,51313290,-5.438596491228079,553157266.1999999,0.0,0.0,1.0,50.2,50.2,50.2,50.2,4.8,41.120000000000005,45.2,-4.079999999999998
ISVEA,72.8,3779857,-5.454545454545459,275173589.59999996,0.0,0.0,1.0,50.2,50.2,50.2,50.2,4.3999999999999995,41.040000000000006,58.32,-17.279999999999994
MERCN,18.87,7770005,-6.491575817641222,146619994.35,0.0,0.0,1.0,50.2,50.2,50.2,50.2,4.0,40.96,40.96,0.0
IZFAS,50.4,4520225,-6.839186691312389,227819340.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,3.5999999999999996,40.88,48.88,-8.0
CRFSA,269.75,3684611,-6.9025021570319245,993923817.25,0.0,0.0,1.0,50.2,50.2,50.2,50.2,3.2,40.800000000000004,56.32000000000001,-15.520000000000003
METEN,24.06,76749804,-7.461538461538467,1846600284.24,0.0,0.0,1.0,50.2,50.2,50.2,50.2,2.8000000000000003,40.72,40.56,0.1599999999999966
HEDEF,130.3,6103094,-8.045165843330967,795233148.2,0.0,0.0,1.0,50.2,50.2,50.2,50.2,2.4,40.64,40.96,-0.3200000000000003
KARCL,105.0,5351061,-8.056042031523646,561861405.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,2.0,40.56,45.120000000000005,-4.560000000000002
AGROT,2.3,703465650,-8.730158730158738,1617970994.9999998,0.0,0.0,1.0,50.2,50.2,50.2,50.2,1.6,40.480000000000004,40.24,0.240000000000002
TGSAS,203.0,959103,-9.172259507829978,194697909.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,1.2,40.400000000000006,58.16,-17.75999999999999
TMPOL,565.0,1791931,-9.9601593625498,1012441015.0,0.0,0.0,1.0,50.2,50.2,50.2,50.2,0.8,40.32,60.00000000000001,-19.680000000000007
TEHOL,46.18,15053795,-9.980506822612082,695184253.1,0.0,0.0,1.0,50.2,50.2,50.2,50.2,0.4,40.24,47.2,-6.960000000000001
