ticker,close,volume,value_traded,change_%,hhi_score,foreign_ratio,quant_score,tarih,high,low,prev_quant_score,score_diff
KRDMD,45.86,46605946.0,2137348683.56,2.1380846325167058,0.0,0.0,0.6715525702718778,2026-08-26,46.2,44.78,0.0,0.6715525702718778
ESEN,3.62,17240215.0,62409578.300000004,2.25988700564972,0.0,0.0,0.6634174853986702,2026-08-26,3.63,3.55,0.0,0.6634174853986702
YKBNK,37.68,165768873.0,6246171134.64,2.782324058919812,0.0,0.0,0.6584466126750296,2026-08-26,38.02,36.84,0.0,0.6584466126750296
ALBRK,9.15,11812092.0,108080641.8,2.5784753363228745,0.0,0.0,0.6507369242619273,2026-08-26,9.25,8.95,0.0,0.6507369242619273
TSKB,11.27,13850113.0,156090773.51,2.82846715328466,0.0,0.0,0.6504186845835943,2026-08-26,11.32,10.99,0.0,0.6504186845835943
SARKY,26.38,4901835.0,129310407.3,3.1274433150899172,0.0,0.0,0.6491939037071172,2026-08-26,26.56,25.58,0.0,0.6491939037071172
GENIL,12.18,22516119.0,274246329.42,2.784810126582279,0.0,0.0,0.6387701832601779,2026-08-26,12.38,11.77,0.0,0.6387701832601779
YEOTK,35.8,9339690.0,334360902.0,4.373177842565598,0.0,0.0,0.6384754677906751,2026-08-26,36.06,34.36,0.0,0.6384754677906751
CGCAM,39.08,1110682.0,43405452.559999995,1.506493506493502,0.0,0.0,0.6380516747131284,2026-08-26,39.72,38.54,0.0,0.6380516747131284
GRTHO,225.7,332382.0,75018617.39999999,1.1200716845878136,0.0,0.0,0.6367285301484004,2026-08-26,227.6,222.1,0.0,0.6367285301484004
EUPWR,97.05,10992165.0,1066789613.25,1.8363064008394543,0.0,0.0,0.6279837285547952,2026-08-26,99.5,95.7,0.0,0.6279837285547952
ALARK,108.9,3576151.0,389442843.90000004,2.8328611898016995,0.0,0.0,0.6272171045129882,2026-08-26,109.2,106.0,0.0,0.6272171045129882
ASTOR,345.25,20124245.0,6947895586.25,1.8436578171091444,0.0,0.0,0.6258524228476506,2026-08-26,347.75,339.0,0.0,0.6258524228476506
KRDMA,62.65,12590428.0,788790314.1999999,5.029337803855826,0.0,0.0,0.6249628401939085,2026-08-26,64.5,59.1,0.0,0.6249628401939085
ANSGR,28.1,1501784.0,42200130.4,1.37085137085138,0.0,0.0,0.6199702354109108,2026-08-26,28.22,27.68,0.0,0.6199702354109108
SAHOL,95.6,21196727.0,2026407101.1999998,2.245989304812828,0.0,0.0,0.619745628208253,2026-08-26,96.5,93.9,0.0,0.619745628208253
DMRGD,11.86,5852279.0,69408028.94,1.8025751072961294,0.0,0.0,0.617687522570808,2026-08-26,11.88,11.6,0.0,0.617687522570808
TCELL,104.6,16583314.0,1734614644.3999999,1.850048685491715,0.0,0.0,0.6167973789399837,2026-08-26,105.1,102.8,0.0,0.6167973789399837
TURSG,6.31,37726547.0,238054511.57,2.76872964169381,0.0,0.0,0.6164803270016932,2026-08-26,6.34,6.15,0.0,0.6164803270016932
TUKAS,2.03,21763239.0,44179375.169999994,1.4999999999999902,0.0,0.0,0.6130229878545176,2026-08-26,2.03,2.0,0.0,0.6130229878545176
RALYH,266.25,1379890.0,367395712.5,0.56657223796034,0.0,0.0,0.6102848417603554,2026-08-26,267.0,261.5,0.0,0.6102848417603554
GESAN,90.5,7509797.0,679636628.5,1.45739910313901,0.0,0.0,0.609958966493736,2026-08-26,94.2,89.65,0.0,0.609958966493736
SKBNK,6.31,93196601.0,588070552.31,2.10355987055016,0.0,0.0,0.6084590697480954,2026-08-26,6.38,6.18,0.0,0.6084590697480954
HALKB,38.12,27047387.0,1031046392.4399999,9.982688978649744,0.0,0.0,0.6084453184660963,2026-08-26,38.12,36.26,0.0,0.6084453184660963
DOHOL,21.56,5648633.0,121719955.27999999,2.5689819219790637,0.0,0.0,0.6077780147353568,2026-08-26,21.6,21.08,0.0,0.6077780147353568
HATSN,79.2,11199934.0,887034772.8000001,3.937007874015748,0.0,0.0,0.6040052471738123,2026-08-26,80.5,74.85,0.0,0.6040052471738123
FROTO,80.15,14416209.0,1155459151.3500001,1.972010178117063,0.0,0.0,0.6012484096957801,2026-08-26,80.9,78.75,0.0,0.6012484096957801
VESTL,22.18,1867973.0,41431641.14,1.2785388127853934,0.0,0.0,0.6011159777428159,2026-08-26,22.24,21.9,0.0,0.6011159777428159
FENER,3.21,93098516.0,298846236.36,1.9047619047619067,0.0,0.0,0.5999822259374271,2026-08-26,3.24,3.16,0.0,0.5999822259374271
DOAS,167.9,460080.0,77247432.0,1.1445783132530154,0.0,0.0,0.5935725285249546,2026-08-26,168.3,166.5,0.0,0.5935725285249546
ODAS,7.11,18068671.0,128468250.81,1.571428571428576,0.0,0.0,0.5933755636355521,2026-08-26,7.14,7.0,0.0,0.5933755636355521
SASA,2.34,720932141.0,1686981209.9399998,1.2987012987012903,0.0,0.0,0.5902471621915237,2026-08-26,2.35,2.32,0.0,0.5902471621915237
AHGAZ,35.9,3553493.0,127570398.69999999,2.046617396247865,0.0,0.0,0.5804790746726757,2026-08-26,36.0,35.28,0.0,0.5804790746726757
IZENR,8.43,7069782.0,59598262.26,0.7168458781362067,0.0,0.0,0.5794154429574916,2026-08-26,8.44,8.32,0.0,0.5794154429574916
BTCIM,4.71,23938083.0,112748370.92999999,1.7278617710583168,0.0,0.0,0.5780732564773494,2026-08-26,4.73,4.6,0.0,0.5780732564773494
TABGD,252.75,166956.0,42198129.0,0.999000999000999,0.0,0.0,0.5704016415791293,2026-08-26,254.75,250.5,0.0,0.5704016415791293
MOGAN,20.96,3769947.0,79018089.12,1.158301158301168,0.0,0.0,0.5699662663319156,2026-08-26,20.98,20.62,0.0,0.5699662663319156
KRGYO,3.08,23851288.0,73461967.04,0.9836065573770574,0.0,0.0,0.5683495236255368,2026-08-26,3.15,2.97,0.0,0.5683495236255368
ALKLC,424.25,130232.0,55250926.0,0.4736530491415038,0.0,0.0,0.5670633079801891,2026-08-26,425.5,422.0,0.0,0.5670633079801891
MAVI,38.78,3409872.0,132234836.16000001,0.4142931123770163,0.0,0.0,0.5654781442408903,2026-08-26,39.02,38.24,0.0,0.5654781442408903
DSTKF,2417.0,569350.0,1376118950.0,2.851063829787234,0.0,0.0,0.563361488635607,2026-08-26,2454.0,2355.0,0.0,0.563361488635607
NIBAS,4.53,36335364.0,164599198.92000002,9.951456310679614,0.0,0.0,0.5631513374659662,2026-08-26,4.53,4.23,0.0,0.5631513374659662
CANTE,1.22,97893446.0,119430004.12,0.8264462809917362,0.0,0.0,0.5617455052303216,2026-08-26,1.22,1.2,0.0,0.5617455052303216
SOHOE,11.16,20823337.0,232388440.92000002,3.3333333333333277,0.0,0.0,0.5593091639613896,2026-08-26,11.45,10.75,0.0,0.5593091639613896
KOCMT,5.31,34441775.0,182885825.25,3.7109374999999902,0.0,0.0,0.5591393403832076,2026-08-26,5.36,5.04,0.0,0.5591393403832076
EKGYO,20.78,102653272.0,2133134992.16,3.692614770459092,0.0,0.0,0.5579946514341425,2026-08-26,21.08,20.16,0.0,0.5579946514341425
FORTE,125.8,1529995.0,192473371.0,3.453947368421055,0.0,0.0,0.5578586383195322,2026-08-26,127.5,121.3,0.0,0.5578586383195322
ENERY,9.35,13700348.0,128098253.8,1.520086862106393,0.0,0.0,0.5549615392266137,2026-08-26,9.39,9.22,0.0,0.5549615392266137
TTKOM,54.25,19055867.0,1033780784.75,1.7823639774859341,0.0,0.0,0.5542303038675028,2026-08-26,54.45,53.25,0.0,0.5542303038675028
KARSN,9.35,9975612.0,93271972.2,1.1904761904761842,0.0,0.0,0.5527960785551129,2026-08-26,9.39,9.26,0.0,0.5527960785551129
HKTM,14.28,14603371.0,208536137.88,2.7338129496402805,0.0,0.0,0.5523443210166482,2026-08-26,14.66,13.5,0.0,0.5523443210166482
CCOLA,79.1,3069197.0,242773482.7,2.4611398963730458,0.0,0.0,0.5502764507581013,2026-08-26,79.3,77.3,0.0,0.5502764507581013
BIMAS,420.5,5055762.0,2125947921.0,0.718562874251497,0.0,0.0,0.5462733633696387,2026-08-26,420.75,413.5,0.0,0.5462733633696387
EKIM,19.28,5741187.0,110690085.36,2.444208289054202,0.0,0.0,0.5437106571877646,2026-08-26,19.45,18.77,0.0,0.5437106571877646
MIATK,29.98,7003462.0,209963790.76,0.33467202141901414,0.0,0.0,0.5423305980095964,2026-08-26,30.44,29.9,0.0,0.5423305980095964
GSDDE,14.71,6188333.0,91030378.43,2.939118264520656,0.0,0.0,0.5421321456402506,2026-08-26,15.25,14.35,0.0,0.5421321456402506
AEFES,19.0,33279693.0,632314167.0,0.7957559681697537,0.0,0.0,0.5415856485756632,2026-08-26,19.12,18.83,0.0,0.5415856485756632
MGROS,562.5,1272158.0,715588875.0,1.2601260126012601,0.0,0.0,0.540723731948116,2026-08-26,564.5,555.0,0.0,0.540723731948116
ONCSM,266.0,215845.0,57414770.0,1.4299332697807436,0.0,0.0,0.5401165264591922,2026-08-26,268.5,260.0,0.0,0.5401165264591922
ULKER,91.75,3291696.0,302013108.0,1.1019283746556474,0.0,0.0,0.5391261783344367,2026-08-26,92.2,90.45,0.0,0.5391261783344367
KARCL,114.0,4296815.0,489836910.0,5.0691244239631335,0.0,0.0,0.5362419550221487,2026-08-26,117.9,104.1,0.0,0.5362419550221487
SAYAS,63.3,2295093.0,145279386.9,2.2617124394184147,0.0,0.0,0.5360716950922669,2026-08-26,64.85,62.0,0.0,0.5360716950922669
CATES,64.8,983632.0,63739353.599999994,0.9345794392523276,0.0,0.0,0.5316589354927128,2026-08-26,65.25,63.75,0.0,0.5316589354927128
OBAMS,5.61,25464511.0,142855906.71,1.0810810810810902,0.0,0.0,0.5291806796928609,2026-08-26,5.69,5.54,0.0,0.5291806796928609
NETCD,128.1,1148713.0,147150135.29999998,0.7867820613690008,0.0,0.0,0.5260357043077816,2026-08-26,129.8,127.2,0.0,0.5260357043077816
SOKM,58.75,2080724.0,122242535.0,1.1187607573149718,0.0,0.0,0.5243422457150859,2026-08-26,59.15,57.7,0.0,0.5243422457150859
TRENJ,106.6,928276.0,98954221.6,2.009569377990425,0.0,0.0,0.5232498874929529,2026-08-26,106.8,104.6,0.0,0.5232498874929529
GLRMK,179.9,2429916.0,437141888.40000004,1.6384180790960483,0.0,0.0,0.5201059151811827,2026-08-26,180.3,177.1,0.0,0.5201059151811827
TRALT,54.95,63664487.0,3498363560.65,2.710280373831781,0.0,0.0,0.5135270629654214,2026-08-26,55.45,53.4,0.0,0.5135270629654214
TOASO,279.0,1513086.0,422150994.0,1.4545454545454546,0.0,0.0,0.5134806748840376,2026-08-26,280.5,274.25,0.0,0.5134806748840376
ODINE,2057.0,331712.0,682331584.0,4.416243654822335,0.0,0.0,0.5090278741608543,2026-08-26,2071.0,1992.0,0.0,0.5090278741608543
ARMGD,198.7,369699.0,73459191.3,1.0167768174885614,0.0,0.0,0.5069771579816791,2026-08-26,199.1,195.7,0.0,0.5069771579816791
AKSA,11.09,8439066.0,93589241.94,0.8181818181818169,0.0,0.0,0.5055893997927243,2026-08-26,11.11,10.99,0.0,0.5055893997927243
OTKAR,335.75,289489.0,97195931.75,0.9774436090225564,0.0,0.0,0.5028253773340536,2026-08-26,339.0,331.25,0.0,0.5028253773340536
TRMET,141.9,3162620.0,448775778.0,2.159827213822894,0.0,0.0,0.49954592194849046,2026-08-26,142.0,138.9,0.0,0.49954592194849046
SVGYO,17.51,9557233.0,167347149.83,3.486997635933805,0.0,0.0,0.498471865452677,2026-08-26,18.0,17.0,0.0,0.498471865452677
MCARD,158.4,675617.0,107017732.8,0.8917197452229335,0.0,0.0,0.49733502198751833,2026-08-26,159.6,157.0,0.0,0.49733502198751833
EKDMR,47.8,2688728.0,128521198.39999999,1.0143702451394694,0.0,0.0,0.4952922006877277,2026-08-26,48.14,47.02,0.0,0.4952922006877277
ESCOM,5.62,9243493.0,51948430.660000004,0.897666068222618,0.0,0.0,0.49090092695400667,2026-08-26,5.66,5.57,0.0,0.49090092695400667
TRGYO,97.1,795925.0,77284317.5,0.6217616580310822,0.0,0.0,0.48942592519386174,2026-08-26,97.6,96.3,0.0,0.48942592519386174
PETKM,19.9,31461302.0,626079909.8,0.8616320324379024,0.0,0.0,0.4868986521456272,2026-08-26,19.93,19.51,0.0,0.4868986521456272
DAGI,10.79,6860521.0,74025021.58999999,0.37209302325580607,0.0,0.0,0.4868332248931804,2026-08-26,11.22,10.7,0.0,0.4868332248931804
TUPRS,379.25,22227460.0,8429764205.0,1.471571906354515,0.0,0.0,0.4857033694839975,2026-08-26,382.0,366.5,0.0,0.4857033694839975
BINHO,11.12,10809003.0,120196113.35999998,0.45167118337849077,0.0,0.0,0.48400745055886296,2026-08-26,11.22,11.0,0.0,0.48400745055886296
CVKMD,16.13,12974105.0,209272313.64999998,0.3109452736318452,0.0,0.0,0.47935002336337373,2026-08-26,16.29,16.08,0.0,0.47935002336337373
GUBRF,484.5,1434328.0,694931916.0,0.8324661810613945,0.0,0.0,0.4783576852101839,2026-08-26,488.25,478.75,0.0,0.4783576852101839
ECOGR,36.18,1212832.0,43880261.76,0.2771618625277201,0.0,0.0,0.4769422669184583,2026-08-26,36.22,35.7,0.0,0.4769422669184583
UCAYM,25.98,2877133.0,74747915.34,0.5417956656346771,0.0,0.0,0.4751615612541367,2026-08-26,26.44,25.88,0.0,0.4751615612541367
TKFEN,222.1,2143395.0,475203161.09999996,1.8807339449541258,0.0,0.0,0.4749635559689082,2026-08-26,224.1,216.7,0.0,0.4749635559689082
SSAAT,37.7,1847860.0,69664322.0,0.2659574468085144,0.0,0.0,0.47380229792837275,2026-08-26,38.04,37.48,0.0,0.47380229792837275
KUYAS,63.15,1291499.0,81558161.85,0.7177033492822898,0.0,0.0,0.47309662500613636,2026-08-26,63.65,62.3,0.0,0.47309662500613636
ANELE,154.5,441562.0,68221329.0,0.3246753246753247,0.0,0.0,0.472787375756075,2026-08-26,158.0,152.4,0.0,0.472787375756075
ECILC,78.15,1585592.0,123914014.80000001,0.3853564547206312,0.0,0.0,0.4690423056399982,2026-08-26,78.95,77.6,0.0,0.4690423056399982
SARAE,90.7,19622424.0,1779753856.8,4.133180252583248,0.0,0.0,0.4686913018929585,2026-08-26,94.0,89.8,0.0,0.4686913018929585
BIGEN,160.3,782840.0,125489252.00000001,0.25015634771732687,0.0,0.0,0.4661266379897372,2026-08-26,168.0,159.0,0.0,0.4661266379897372
CITAS,113.7,11277145.0,1282211386.5,1.5178571428571455,0.0,0.0,0.4658796095918844,2026-08-26,117.0,111.1,0.0,0.4658796095918844
ALVES,1.8,22863262.0,41153871.6,0.5586592178770954,0.0,0.0,0.4646692358174763,2026-08-26,1.81,1.78,0.0,0.4646692358174763
OFSYM,64.4,653037.0,42055582.800000004,0.9404388714733677,0.0,0.0,0.46344704613871907,2026-08-26,65.15,63.7,0.0,0.46344704613871907
GIPTA,92.7,9255856.0,858017851.2,0.8156606851549755,0.0,0.0,0.46325928890806417,2026-08-26,95.95,87.1,0.0,0.46325928890806417
SELEC,297.5,1596533.0,474968567.5,0.08410428931875526,0.0,0.0,0.4568056494608472,2026-08-26,298.5,290.0,0.0,0.4568056494608472
INVES,854.5,73075.0,62442587.5,0.35231943628890194,0.0,0.0,0.45566250248603457,2026-08-26,870.0,838.5,0.0,0.45566250248603457
QUAGR,3.41,20273049.0,69131097.09,0.2941176470588303,0.0,0.0,0.45560932380931457,2026-08-26,3.54,3.38,0.0,0.45560932380931457
OYAKC,22.9,13886887.0,318009712.29999995,0.17497812773402951,0.0,0.0,0.4550743836044603,2026-08-26,23.2,22.8,0.0,0.4550743836044603
INFO,6.69,16102503.0,107725745.07000001,0.4504504504504542,0.0,0.0,0.454794575934915,2026-08-26,6.85,6.64,0.0,0.454794575934915
PSGYO,3.41,38299038.0,130599709.35000001,0.2941176470588303,0.0,0.0,0.4547458615538865,2026-08-26,3.44,3.39,0.0,0.4547458615538865
BETAE,99.4,4473810.0,444696714.0,0.7092198581560312,0.0,0.0,0.45433130092797935,2026-08-26,101.2,97.75,0.0,0.45433130092797935
RYSAS,23.74,5665519.0,134499421.06,0.25337837837837296,0.0,0.0,0.45349790519492195,2026-08-26,24.28,23.36,0.0,0.45349790519492195
MARMR,2.49,27106642.0,67495538.58000001,0.40322580645162226,0.0,0.0,0.4522427362592565,2026-08-26,2.53,2.47,0.0,0.4522427362592565
KCAER,16.24,8963579.0,145568522.95999998,0.06161429451631553,0.0,0.0,0.44935074537825764,2026-08-26,16.54,16.16,0.0,0.44935074537825764
TGSAS,227.1,647183.0,146975259.29999998,2.2972972972972947,0.0,0.0,0.44858082832087237,2026-08-26,241.0,227.1,0.0,0.44858082832087237
ALBTN,34.64,10889472.0,377211310.08,0.40579710144927705,0.0,0.0,0.4474380900554979,2026-08-26,35.3,33.0,0.0,0.4474380900554979
IZMDC,13.73,5037302.0,69162156.46000001,0.07288629737609173,0.0,0.0,0.4469482125612948,2026-08-26,13.88,13.08,0.0,0.4469482125612948
BJKAS,2.58,443335630.0,1143805925.4,0.3891050583657678,0.0,0.0,0.4455439871621855,2026-08-26,2.62,2.35,0.0,0.4455439871621855
BRYAT,1728.0,26470.0,45740160.0,0.23201856148491878,0.0,0.0,0.4435704220869896,2026-08-26,1735.0,1718.0,0.0,0.4435704220869896
BLUME,41.06,1314665.0,53980144.900000006,0.1463414634146397,0.0,0.0,0.44251658104170316,2026-08-26,42.06,40.0,0.0,0.44251658104170316
PATEK,22.14,7205334.0,159526094.76,0.1809954751131183,0.0,0.0,0.4422714749075713,2026-08-26,23.0,21.68,0.0,0.4422714749075713
EMPAE,70.05,2713769.0,190099518.45,0.07142857142856737,0.0,0.0,0.44221341832767697,2026-08-26,71.4,69.65,0.0,0.44221341832767697
TERA,179.6,4181659.0,751025956.4,0.05571030640668207,0.0,0.0,0.4415361572694407,2026-08-26,181.0,179.2,0.0,0.4415361572694407
KCHOL,217.6,21122511.0,4596258393.599999,0.04597701149425026,0.0,0.0,0.44133767116438977,2026-08-26,220.2,216.5,0.0,0.44133767116438977
MANAS,33.44,4376736.0,146358051.84,0.05984440454816284,0.0,0.0,0.44019924802405475,2026-08-26,34.0,33.36,0.0,0.44019924802405475
HEKTS,2.85,184171111.0,524887666.35,0.0,0.0,0.0,0.437232285016138,2026-08-26,2.88,2.82,0.0,0.437232285016138
AGROT,2.2,47987966.0,105573525.2,0.0,0.0,0.0,0.437232285016138,2026-08-26,2.25,2.19,0.0,0.437232285016138
MEYSU,12.52,7673655.0,96074160.6,0.0,0.0,0.0,0.437232285016138,2026-08-26,12.77,12.36,0.0,0.437232285016138
KARTN,163.5,298775.0,48849712.5,0.0,0.0,0.0,0.437232285016138,2026-08-26,168.8,159.0,0.0,0.437232285016138
DAPGM,8.55,19501805.0,166740432.75,0.0,0.0,0.0,0.437232285016138,2026-08-26,8.62,8.53,0.0,0.437232285016138
CRFSA,273.0,1009361.0,275555553.0,0.0,0.0,0.0,0.437232285016138,2026-08-26,280.75,270.0,0.0,0.437232285016138
TKNSA,20.1,4281986.0,86067918.60000001,-0.09940357852882492,0.0,0.0,0.43417476977977937,2026-08-26,20.58,19.91,0.0,0.43417476977977937
FZLGY,10.1,4437308.0,44816810.8,-0.09891196834816803,0.0,0.0,0.4328538168709362,2026-08-26,10.23,10.09,0.0,0.4328538168709362
KTLEV,61.95,32894013.0,2037784105.3500001,-0.080645161290318,0.0,0.0,0.4323313593555451,2026-08-26,62.65,60.6,0.0,0.4323313593555451
IEYHO,190.4,409803.0,78026491.2,-0.05249343832020699,0.0,0.0,0.4308928352419021,2026-08-26,190.9,190.4,0.0,0.4308928352419021
AKFYE,23.56,2920306.0,68802409.36,-0.2540220152413305,0.0,0.0,0.4289626287927782,2026-08-26,23.86,23.42,0.0,0.4289626287927782
ENDAE,19.58,2144637.0,41991992.45999999,-0.3562340966921135,0.0,0.0,0.4287497760047454,2026-08-26,19.92,19.29,0.0,0.4287497760047454
ASELS,403.5,17081635.0,6892439722.5,-0.061919504643962855,0.0,0.0,0.42800580588355513,2026-08-26,405.25,396.0,0.0,0.42800580588355513
PEKGY,15.15,20807466.0,315233109.90000004,-0.13183915622939732,0.0,0.0,0.4264253069641201,2026-08-26,15.27,15.06,0.0,0.4264253069641201
METEN,23.22,26781365.0,621863295.3,-0.3433476394849865,0.0,0.0,0.4258112304384824,2026-08-26,23.5,22.58,0.0,0.4258112304384824
SURGY,33.44,1867748.0,62457493.12,-0.1791044776119471,0.0,0.0,0.4241225476929273,2026-08-26,33.7,33.24,0.0,0.4241225476929273
BALSU,10.63,16418325.0,174526794.75,-0.28142589118198275,0.0,0.0,0.4209122776258357,2026-08-26,10.73,10.59,0.0,0.4209122776258357
AYGAZ,318.0,444674.0,141406332.0,-0.3134796238244514,0.0,0.0,0.4207821510275297,2026-08-26,322.75,312.25,0.0,0.4207821510275297
QUICK,69.4,2292813.0,159121222.20000002,-0.4304160688665669,0.0,0.0,0.4192558692045465,2026-08-26,70.35,69.05,0.0,0.4192558692045465
GMTAS,46.22,1879542.0,86868779.86,-0.9005145797598665,0.0,0.0,0.418278814491277,2026-08-26,47.18,45.88,0.0,0.418278814491277
BRSAN,715.5,1009786.0,722501883.0,-0.9002770083102494,0.0,0.0,0.4177273180155178,2026-08-26,724.0,710.5,0.0,0.4177273180155178
LILAK,30.78,1573483.0,48431806.74,-0.19455252918287524,0.0,0.0,0.4172756547605448,2026-08-26,31.2,30.42,0.0,0.4172756547605448
KRDMB,133.2,574194.0,76482640.8,-0.29940119760479467,0.0,0.0,0.4168599809614704,2026-08-26,134.0,131.6,0.0,0.4168599809614704
KORDS,87.35,738824.0,64536276.4,-0.6257110352673622,0.0,0.0,0.41596470505714805,2026-08-26,88.65,86.45,0.0,0.41596470505714805
GEREL,38.72,2011660.0,77891475.2,-0.4115226337448655,0.0,0.0,0.41455431418336786,2026-08-26,39.28,38.5,0.0,0.41455431418336786
DOFRB,133.2,995778.0,132637629.6,-0.522778192681118,0.0,0.0,0.4134888671649387,2026-08-26,134.5,132.9,0.0,0.4134888671649387
SDTTR,259.5,311669.0,80878105.5,-0.5747126436781609,0.0,0.0,0.41166099243227444,2026-08-26,262.0,255.25,0.0,0.41166099243227444
SMRTG,10.05,6475187.0,65075629.35,-0.4950495049504845,0.0,0.0,0.41108901404156634,2026-08-26,10.21,10.01,0.0,0.41108901404156634
KLYPV,62.85,1188224.0,74679878.4,-1.4890282131661376,0.0,0.0,0.40720713845339984,2026-08-26,64.55,62.45,0.0,0.40720713845339984
ALTIN,78.73,8427220.0,663475030.6,-0.593434343434342,0.0,0.0,0.4028222629423702,2026-08-26,79.46,78.67,0.0,0.4028222629423702
BIENY,21.76,3394413.0,73862426.88000001,-0.4574565416285355,0.0,0.0,0.4015835654374678,2026-08-26,22.16,21.72,0.0,0.4015835654374678
TSPOR,1.19,219633832.0,261364260.07999998,-1.6528925619834725,0.0,0.0,0.4006582451650274,2026-08-26,1.23,1.18,0.0,0.4006582451650274
MASFN,42.78,4231138.0,181008083.64000002,-0.6502554575011638,0.0,0.0,0.398280508575195,2026-08-26,43.46,42.64,0.0,0.398280508575195
CWENE,36.7,9529224.0,349722520.8,-0.8108108108108031,0.0,0.0,0.39804431260843903,2026-08-26,37.12,36.5,0.0,0.39804431260843903
ORGE,23.08,2003116.0,46231917.279999994,-1.3675213675213687,0.0,0.0,0.39682421180814875,2026-08-26,23.6,22.42,0.0,0.39682421180814875
TMPOL,493.75,961507.0,474744081.25,-2.9006882989183875,0.0,0.0,0.39621364070679177,2026-08-26,515.0,470.0,0.0,0.39621364070679177
VEYAS,137.0,3948406.0,540931622.0,-2.212705210563879,0.0,0.0,0.39560111366469664,2026-08-26,143.6,136.9,0.0,0.39560111366469664
OZATD,4412.5,60219.0,265716337.5,-1.9444444444444444,0.0,0.0,0.39555384959186085,2026-08-26,4462.5,4407.5,0.0,0.39555384959186085
KGYO,12.79,4225885.0,54049069.15,-0.6216006216006222,0.0,0.0,0.3945761673564976,2026-08-26,12.94,12.64,0.0,0.3945761673564976
FONET,5.37,10225106.0,54908819.22,-0.37105751391464886,0.0,0.0,0.39010686001558187,2026-08-26,5.46,5.35,0.0,0.39010686001558187
GOLDA,12.75,10047455.0,128105051.25,-1.1627906976744213,0.0,0.0,0.38819903933120886,2026-08-26,13.05,12.7,0.0,0.38819903933120886
PASEU,229.6,2925160.0,671616736.0,-1.0344827586206922,0.0,0.0,0.3878506438367636,2026-08-26,235.0,229.2,0.0,0.3878506438367636
BESTE,33.52,3298865.0,110577954.80000001,-0.8870490833826055,0.0,0.0,0.3878132615336502,2026-08-26,34.2,33.4,0.0,0.3878132615336502
PRZMA,76.3,1884207.0,143764994.1,-1.5483870967741973,0.0,0.0,0.3844059672964479,2026-08-26,78.7,75.3,0.0,0.3844059672964479
KLRHO,66.35,1675446.0,111165842.1,-1.264880952380965,0.0,0.0,0.38289566851947654,2026-08-26,68.15,66.05,0.0,0.38289566851947654
ORZAX,101.7,1389254.0,141287131.8,-1.357904946653726,0.0,0.0,0.3802174264861289,2026-08-26,103.6,101.5,0.0,0.3802174264861289
TCKRC,168.7,691123.0,116592450.1,-0.47197640117994766,0.0,0.0,0.380001553186935,2026-08-26,171.4,168.5,0.0,0.380001553186935
HOROZ,63.15,649955.0,41044658.25,-0.3157063930544638,0.0,0.0,0.37810670060495427,2026-08-26,63.75,62.85,0.0,0.37810670060495427
KBORU,23.46,14119052.0,331232959.92,-3.0578512396694153,0.0,0.0,0.37317804692684026,2026-08-26,24.2,23.32,0.0,0.37317804692684026
MPARK,438.25,225860.0,98983145.0,-0.3977272727272727,0.0,0.0,0.3613520468824359,2026-08-26,441.0,435.75,0.0,0.3613520468824359
ISKPL,8.32,11670099.0,97095223.68,-1.6548463356974061,0.0,0.0,0.36014689886830653,2026-08-26,8.48,8.3,0.0,0.36014689886830653
NETAS,90.8,3692545.0,335283086.0,-6.004140786749479,0.0,0.0,0.3568729150116397,2026-08-26,97.9,86.95,0.0,0.3568729150116397
TRHOL,2595.0,38838.0,100784610.0,-1.7045454545454544,0.0,0.0,0.3564685026802781,2026-08-26,2610.0,2562.5,0.0,0.3564685026802781
BIGTK,362.75,427917.0,155226891.75,-4.602235371466141,0.0,0.0,0.3544304313051719,2026-08-26,382.5,361.75,0.0,0.3544304313051719
KMPUR,20.16,3149920.0,63502387.2,-1.8500486854917186,0.0,0.0,0.352998153752541,2026-08-26,20.76,20.0,0.0,0.352998153752541
ARDYZ,90.7,2393752.0,217113306.4,-2.5255239118753297,0.0,0.0,0.35112557487718943,2026-08-26,93.9,90.5,0.0,0.35112557487718943
ATATR,15.09,10625657.0,160341164.13,-0.723684210526312,0.0,0.0,0.3496470312380615,2026-08-26,15.35,15.04,0.0,0.3496470312380615
VBTYZ,38.76,2115143.0,81982942.67999999,-2.1212121212121295,0.0,0.0,0.3454187995891423,2026-08-26,39.9,38.68,0.0,0.3454187995891423
VAKFA,11.47,3553657.0,40760445.79,-0.6926406926406933,0.0,0.0,0.3449015311324638,2026-08-26,11.65,11.43,0.3449015311324638,0.0
GUNDG,2125.0,45689.0,97089125.0,-1.6203703703703702,0.0,0.0,0.3396414255144823,2026-08-26,2201.0,2078.0,0.0,0.3396414255144823
MAGEN,32.48,10214693.0,331773228.64,-1.5757575757575852,0.0,0.0,0.33831790183944366,2026-08-26,33.18,31.52,0.0,0.33831790183944366
ADEL,35.98,6938701.0,249654461.98,-3.796791443850272,0.0,0.0,0.33152447705245297,2026-08-26,38.04,35.58,0.0,0.33152447705245297
MEGMT,45.48,7935603.0,360911224.44,-3.110353642948447,0.0,0.0,0.33078491516540554,2026-08-26,47.58,44.94,0.0,0.33078491516540554
